,InvoiceDate,StockCode,Quantity,Quantity Prediction,PredictedDiff
230347,2011-10-31,21351,4,-1892282.1151821208,-399.41681778895276
230348,2011-10-31,22479,1,-1892690.2288996635,-408.11371754281254
230349,2011-10-31,23444,1,-1893094.1451302648,-403.9162306012392
230350,2011-10-31,22187,14,-1893493.8114641465,-399.6663338816777
230351,2011-10-31,85179A,1,-1893900.4142214165,-406.6027572700336
230352,2011-10-31,21349,1,-1894306.5810039744,-406.16678255794307
230353,2011-10-31,22104,5,-1894720.083927762,-413.50292378760486
230354,2011-10-31,22174,22,-1895117.6310593507,-397.5471315886355
230355,2011-10-31,21340,1,-1895526.9024711254,-409.2714117745692
230356,2011-10-31,21833,1,-1895942.9081279219,-416.00565679643347
230357,2011-10-31,23148,1,-1896358.4688365662,-415.5607086443064
230358,2011-10-31,23466,1,-1896762.5905053918,-404.1216688255751
230359,2011-10-31,22784,2,-1897169.92698191,-407.336476517984
230360,2011-10-31,22522,-126,-1897718.3888386837,-548.461856773745
230361,2011-10-31,21902,1,-1898131.9958814543,-413.6070427706519
230362,2011-10-31,72349B,2,-1898537.6722274953,-405.6763460411171
230363,2011-10-31,22221,3,-1898941.3613708154,-403.6891433201142
230364,2011-10-31,23484,4,-1899347.217143431,-405.85577261573775
230365,2011-10-31,85170C,3,-1899756.7860097087,-409.568866277658
230366,2011-10-31,23485,1,-1900171.111646522,-414.32563681330765
230367,2011-10-31,20762,1,-1900578.9289266092,-407.81728008710724
230368,2011-10-31,85152,43,-1900956.605224855,-377.6762982458372
230369,2011-10-31,84251G,1,-1901376.1331026198,-419.5278777648731
230370,2011-10-31,20619,1,-1901781.832816123,-405.6997135031404
230371,2011-10-31,85039A,12,-1902198.4773151272,-416.64449900413206
230372,2011-10-31,22835,10,-1902605.8140270563,-407.3367119292102
230373,2011-10-31,90214S,1,-1903012.3133333349,-406.4993062784427
230374,2011-10-31,72232,48,-1903423.268541946,-410.95520861117853
230375,2011-10-31,35649,6,-1903827.0418165133,-403.77327456729324
230376,2011-10-31,84951A,1,-1904258.6064390037,-431.5646224904705
230377,2011-10-31,22263,1,-1904664.076728785,-405.4702897812118
230378,2011-10-31,23158,14,-1905080.9384918818,-416.8617630968075
230379,2011-10-31,85208,-22,-1905513.1724250147,-432.2339331327996
230380,2011-10-31,22583,1,-1905921.8426946162,-408.67026960157614
230381,2011-10-31,23481,14,-1906325.9906794971,-404.14798488094056
230382,2011-10-31,21986,146,-1906604.3418096008,-278.3511301036077
230383,2011-10-31,23313,26,-1906991.6188454907,-387.2770358898753
230384,2011-10-31,23482,15,-1907408.2905323408,-416.6716868500647
230385,2011-10-31,20754,4,-1907814.731876191,-406.4413438501093
230386,2011-10-31,22781,4,-1908219.8840264012,-405.1521502102151
230387,2011-10-31,72349b,2,-1908626.0158891196,-406.1318627182989
230388,2011-10-31,22381,27,-1909009.757087677,-383.74119855746727
230389,2011-10-31,47567B,6,-1909414.4030278316,-404.6459401545251
230390,2011-10-31,23483,13,-1909816.0351703651,-401.6321425336464
230391,2011-10-31,21731,71,-1910186.2501622108,-370.21499184565226
230392,2011-10-31,21559,4,-1910596.673236459,-410.42307424831176
230393,2011-10-31,22984,1,-1911015.3379532075,-418.6647167485864
230394,2011-10-31,23187,30,-1911447.7231671312,-432.3852139236972
230395,2011-10-31,22158,16,-1911883.8207914503,-436.0976243191854
230396,2011-10-31,22413,2,-1912297.4954305482,-413.67463909796714
230397,2011-10-31,21822,5,-1912702.8248301998,-405.3293996515281
230398,2011-10-31,22178,77,-1913137.398405076,-434.5735748762334
230399,2011-10-31,22220,1,-1913545.214038422,-407.81563334613065
230400,2011-10-31,84997C,11,-1913946.088047416,-400.87400899373614
230401,2011-10-31,21927,1,-1914354.5808758868,-408.49282847077495
230402,2011-10-31,22603,41,-1914734.8592730763,-380.2783971894299
230403,2011-10-31,22327,2,-1915144.5499905392,-409.69071746287614
230404,2011-10-31,23068,1,-1915560.553107891,-416.00311735175865
230405,2011-10-31,22217,10,-1915959.855602171,-399.3024942800598
230406,2011-10-31,21446,1,-1916372.7658108524,-412.91020868127276
230407,2011-10-31,21985,8,-1916784.9532948085,-412.187483956029
230408,2011-10-31,21165,21,-1917178.0437693025,-393.0904744939335
230409,2011-10-31,21906,1,-1917587.7709609456,-409.7271916431785
230410,2011-10-31,21733,4,-1917998.0339285387,-410.262967593007
230411,2011-10-31,21821,1,-1918407.32977413,-409.2958455913042
230412,2011-10-31,16045,100,-1918914.7716048595,-507.44183072949465
230413,2011-10-31,22280,5,-1919318.6031407444,-403.8315358849925
230414,2011-10-31,23490,14,-1919736.902512905,-418.2993721605926
230415,2011-10-31,22754,6,-1920141.4109725917,-404.50845968666897
230416,2011-10-31,23487,3,-1920555.1707547652,-413.7597821734512
230417,2011-10-31,21326,6,-1920987.802489882,-432.63173511683436
230418,2011-10-31,22727,46,-1921421.0986113814,-433.29612149937606
230419,2011-10-31,22456,35,-1921833.237593084,-412.13898170269414
230420,2011-10-31,20712,41,-1922229.7480795297,-396.5104864455828
230421,2011-10-31,22357,7,-1922632.386868769,-402.6387892393831
230422,2011-10-31,90185C,1,-1923034.9949100567,-402.6080412876255
230423,2011-10-31,23489,8,-1923474.2234650254,-439.2285549687136
230424,2011-10-31,23070,1,-1923895.2759561066,-421.0524910812328
230425,2011-10-31,22091,2,-1924313.4161555665,-418.14019945989617
230426,2011-10-31,22663,4,-1924721.1929146843,-407.77675911773184
230427,2011-10-31,16219,2,-1925182.4831385196,-461.2902238353737
230428,2011-10-31,22227,2,-1925595.1623874176,-412.679248898086
230429,2011-10-31,22481,2,-1926008.13830213,-412.9759147122097
230430,2011-10-31,35648,10,-1926411.131241836,-402.99293970604225
230431,2011-10-31,23074,4,-1926826.244405229,-415.1131633932741
230432,2011-10-31,90161C,1,-1927236.7263508493,-410.48194562006995
230433,2011-10-31,21823,5,-1927659.7744998762,-423.04814902688963
230434,2011-10-31,22983,18,-1928076.4363958447,-416.66189596844936
230435,2011-10-31,72598,6,-1928483.9652761796,-407.528880334882
230436,2011-10-31,22465,2,-1928904.601922576,-420.6366463965793
230437,2011-10-31,84997B,2,-1929317.0990295713,-412.4971069951291
230438,2011-10-31,21507,5,-1929737.071445557,-419.97241598571844
230439,2011-10-31,22673,1,-1930159.7752729706,-422.70382741350625
230440,2011-10-31,21724,1,-1930572.7020599616,-412.92678699107626
230441,2011-10-31,22546,3,-1930985.9695174198,-413.2674574582053
230442,2011-10-31,72586,1,-1931395.4386995977,-409.46918217788163
230443,2011-10-31,22095,2,-1931844.2697080842,-448.8310084863817
230444,2011-10-31,22508,8,-1932252.2813595328,-408.0116514486801
230445,2011-10-31,23473,2,-1932687.9251286336,-435.6437691006607
230446,2011-10-31,16238,7,-1933095.1134632737,-407.18833464006093
230447,2011-10-31,85180A,1,-1933505.4979633735,-410.38450009972087
230448,2011-10-31,21485,10,-1933917.6514478393,-412.1534844658229
230449,2011-10-31,22153,1,-1934341.6162239008,-423.96477606153906
230450,2011-10-31,22595,-69,-1934860.7454700705,-519.1292461695961
230451,2011-10-31,23334,6,-1935343.4470046086,-482.70153453815874
230452,2011-10-31,22188,4,-1935759.5613295527,-416.1143249440559
230453,2011-10-31,22912,3,-1936170.606187427,-411.0448578742804
230454,2011-10-31,22702,1,-1936594.1113155521,-423.5051281251381
230455,2011-10-31,22980,2,-1937032.304414594,-438.1930990419468
230456,2011-10-31,21722,3,-1937442.6534413896,-410.34902679555285
230457,2011-10-31,23188,2,-1937852.327178595,-409.67373720536455
230458,2011-10-31,22380,5,-1938260.5299173854,-408.20273879051337
230459,2011-10-31,23155,6,-1938712.4194260396,-451.889508654073
230460,2011-10-31,22654,8,-1939117.958215765,-405.53878972550416
230461,2011-10-31,21328,3,-1939527.728884557,-409.77066879208587
230462,2011-10-31,20679,67,-1939872.4096822338,-344.68079767683406
230463,2011-10-31,21116,4,-1940285.1242441903,-412.71456195641866
230464,2011-10-31,23469,1,-1940702.472951146,-417.34870695582225
230465,2011-10-31,22703,8,-1941107.1424507976,-404.6694996514761
230466,2011-10-31,22820,24,-1941506.494255018,-399.35180422034495
230467,2011-10-31,21723,1,-1941929.0930578657,-422.59880284787175
230468,2011-10-31,21932,4,-1942337.9264523885,-408.83339452284764
230469,2011-10-31,10135,5,-1942752.8500134838,-414.9235610952627
230470,2011-10-31,22550,-2,-1943169.1625421012,-416.3125286175265
230471,2011-10-31,84051,10,-1943571.077465221,-401.9149231197845
230472,2011-10-31,47566b,4,-1943980.250747885,-409.1732826641414
230473,2011-10-31,21824,103,-1944319.0751739447,-338.8244260596096
230474,2011-10-31,22594,20,-1944715.9643206722,-396.88914672739537
230475,2011-10-31,21327,1,-1945138.730092366,-422.7657716938776
230476,2011-10-31,22540,1,-1945566.6192740179,-427.88918165181343
230477,2011-10-31,22728,194,-1945799.5036111402,-232.88433712223818
230478,2011-10-31,21903,5,-1946209.1810354947,-409.67742435456034
230479,2011-10-31,85039B,10,-1946612.9261353258,-403.74509983116707
230480,2011-10-31,23478,1,-1947137.5820632107,-524.6559278847639
230481,2011-10-31,23479,6,-1947545.3345194852,-407.75245627465506
230482,2011-10-31,23480,35,-1947958.0284864914,-412.69396700622923
230483,2011-10-31,23157,124,-1948264.2003527975,-306.1718663060038
230484,2011-10-31,23322,43,-1948659.6590724525,-395.4587196549237
230485,2011-10-31,23477,1,-1949075.2334850053,-415.57441255277297
230486,2011-10-31,22094,2,-1949494.9684130296,-419.7349280243327
230487,2011-10-31,23302,2,-1949908.5694534767,-413.60104044709044
230488,2011-10-31,21730,2,-1950321.1961990416,-412.62674556486706
230489,2011-10-31,22181,1,-1950735.5460784575,-414.34987941595
230490,2011-10-31,22753,5,-1951144.4204555454,-408.8743770879081
230491,2011-10-31,23266,39,-1951588.009757922,-443.58930237650924
230492,2011-10-31,23474,1,-1952015.367906571,-427.3581486487941
230493,2011-10-31,72351B,1,-1952433.4959103665,-418.1280037955369
230494,2011-10-31,21164,5,-1952848.5986571326,-415.10274676599664
230495,2011-10-31,22982,16,-1953247.4711286915,-398.87247155889787
230496,2011-10-31,22589,4,-1953660.6701496013,-413.19902090993844
230497,2011-10-31,22492,72,-1954039.5755781094,-378.90542850804735
230498,2011-10-31,23475,13,-1954452.5257132528,-412.95013514343896
230499,2011-10-31,22326,15,-1954861.9086187244,-409.382905471706
230500,2011-10-31,84859A,1,-1955275.5151560507,-413.6065373262141
230501,2011-10-31,21055,2,-1955688.1525734733,-412.6374174227051
230502,2011-10-31,20615,1,-1956103.1414849828,-414.9889115096288
230503,2011-10-31,23476,14,-1956513.6846883162,-410.5432033334203
230504,2011-10-31,22704,25,-1956926.4093175642,-412.72462924796446
230505,2011-10-31,23080,3,-1957339.6039232565,-413.19460569221576
230506,2011-10-31,84536A,17,-1957769.4747285885,-429.8708053319825
230507,2011-10-31,22792,12,-1958182.3606318675,-412.8859032790992
230508,2011-10-31,22591,7,-1958597.7826065726,-415.4219747050772
230509,2011-10-31,72807C,9,-1959008.034920196,-410.25231362338945
230510,2011-10-31,23432,24,-1959420.3972133482,-412.3622931520882
230511,2011-10-31,85049C,13,-1959825.8505746818,-405.4533613335842
230512,2011-10-31,21358,6,-1960234.65896232,-408.80838763819725
230513,2011-10-31,23296,8,-1960678.570055355,-443.91109303500497
230514,2011-10-31,22750,6,-1961088.5162792183,-409.9462238630641
230515,2011-10-31,21705,3,-1961500.4172861327,-411.9010069145299
230516,2011-10-31,21949,1,-1961924.339118443,-423.9218323101688
230517,2011-10-31,20717,3,-1962341.5050267067,-417.16590826364865
230518,2011-10-31,21899,1,-1962754.7278569206,-413.2228302138921
230519,2011-10-31,23145,18,-1963152.0287683627,-397.3009114421145
230520,2011-10-31,21158,2,-1963566.8974719169,-414.86870355408723
230521,2011-10-31,21991,5,-1963979.2593849748,-412.36191305804897
230522,2011-10-31,84031B,6,-1964388.7949406411,-409.5355556662817
230523,2011-10-31,23194,4,-1964811.7424863735,-422.9475457323579
230524,2011-10-31,22312,2,-1965222.9599012516,-411.21741487806565
230525,2011-10-31,22466,18,-1965628.500770426,-405.5408691742995
230526,2011-10-31,22970,36,-1966017.1354641619,-388.63469373605193
230527,2011-10-31,21844,13,-1966426.4953395259,-409.3598753640876
230528,2011-10-31,23082,7,-1966841.5852616313,-415.08992210548394
230529,2011-10-31,20725,10,-1967320.234441654,-478.6491800226618
230530,2011-10-31,22917,2,-1967744.3337915423,-424.09934988824847
230531,2011-10-31,90161D,2,-1968161.7051303363,-417.37133879389256
230532,2011-10-31,22420,4,-1968574.038395394,-412.33326505777535
230533,2011-10-31,23345,4,-1968985.714887192,-411.67649179787696
230534,2011-10-31,23269,4,-1969407.124020102,-421.40913291006274
230535,2011-10-31,21356,21,-1969801.7948465405,-394.6708264386262
230536,2011-10-31,21706,1,-1970217.1991858662,-415.4043393256194
230537,2011-10-31,22891,1,-1970628.9080416714,-411.7088558051139
230538,2011-10-31,23081,2,-1971041.1330807204,-412.2250390489605
230539,2011-10-31,22698,20,-1971443.9678469517,-402.8347662312643
230540,2011-10-31,90003C,1,-1971853.668197195,-409.700350243356
230541,2011-10-31,22110,5,-1972275.3893484713,-421.7211512762375
230542,2011-10-31,72807B,5,-1972683.917516997,-408.5281685257977
230543,2011-10-31,84968F,1,-1973099.3694376554,-415.4519206584466
230544,2011-10-31,23434,32,-1973509.6232371759,-410.25379952051185
230545,2011-10-31,16169M,25,-1973922.3585012066,-412.7352640307225
230546,2011-10-31,84968a,1,-1974339.0651529948,-416.7066517882108
230547,2011-10-31,22900,1,-1974764.267021247,-425.20186825221646
230548,2011-10-31,84828,2,-1975187.8474717236,-423.5804504765159
230549,2011-10-31,21955,1,-1975604.2331616418,-416.3856899181889
230550,2011-10-31,84596G,18,-1976004.7469986044,-400.51383696264725
230551,2011-10-31,18097C,1,-1976387.6159308807,-382.86893227618447
230552,2011-10-31,20775,9,-1976796.5069345287,-408.89100364808104
230553,2011-10-31,23433,24,-1977192.1425576343,-395.6356231055398
230554,2011-10-31,21843,5,-1977607.3491148253,-415.20655719095765
230555,2011-10-31,21618,-46,-1978072.3777547837,-465.0286399584105
230556,2011-10-31,23193,1,-1978493.0817758795,-420.70402109583483
230557,2011-10-31,22215,3,-1978908.4030532723,-415.3212773928385
230558,2011-10-31,23323,28,-1979300.5413904889,-392.1383372164856
230559,2011-10-31,84592,1,-1979718.8041908836,-418.2628003946821
230560,2011-10-31,22697,22,-1980143.0971994477,-424.29300856403273
230561,2011-10-31,22422,12,-1980547.6603220175,-404.56312256971216
230562,2011-10-31,20983,1,-1981007.7922721144,-460.13195009689736
230563,2011-10-31,22192,4,-1981421.8364854879,-414.04421337353523
230564,2011-10-31,22311,10,-1981833.1255551465,-411.2890696586435
230565,2011-10-31,21703,28,-1982270.611627411,-437.4860722646514
230566,2011-10-31,22260,5,-1982681.5420196615,-410.93039225031555
230567,2011-10-31,23424,2,-1983101.5833945225,-420.04137486103514
230568,2011-10-31,85099F,25,-1983499.3503871402,-397.76699261768186
230569,2011-10-31,21481,8,-1983911.9921695762,-412.6417824361578
230570,2011-10-31,23228,5,-1984395.0753243829,-483.0831548065977
230571,2011-10-31,20975,48,-1984764.4214064386,-369.34608205564194
230572,2011-10-31,21896,1,-1985185.0835136068,-420.6621071681318
230573,2011-10-31,23197,14,-1985618.427171504,-433.34365789714843
230574,2011-10-31,22112,48,-1986021.0722027908,-402.6450312869827
230575,2011-10-31,21238,4,-1986442.2354233451,-421.16322055439554
230576,2011-10-31,20713,19,-1986944.0647250628,-501.8293017177891
230577,2011-10-31,AMAZONFEE,-2,-1987361.9301162674,-417.8653912045118
230578,2011-10-31,84818,-70,-1987851.9824620245,-490.05234575723495
230579,2011-10-31,23084,340,-1988244.1655904579,-392.18312843331523
230580,2011-10-31,75049L,4,-1988661.4372951512,-417.2717046932962
230581,2011-10-31,85094,1,-1989120.2749426344,-458.83764748324984
230582,2011-10-31,22310,3,-1989541.6092241819,-421.33428154750237
230583,2011-10-31,84969,3,-1989955.3128663849,-413.7036422029867
230584,2011-10-31,23083,14,-1990372.585093055,-417.27222667007106
230585,2011-10-31,17012B,-65,-1990879.5748706707,-506.98977761572115
230586,2011-10-31,84050,5,-1991294.1083965977,-414.53352592700395
230587,2011-10-31,20616,2,-1991707.4491274427,-413.3407308449667
230588,2011-10-31,23427,2,-1992121.8444563318,-414.39532888910026
230589,2011-10-31,72817,-55,-1992627.4391696698,-505.59471333788775
230590,2011-10-31,23144,3,-1993075.0200786206,-447.5809089508479
230591,2011-10-31,16235,2,-1993507.246667883,-432.2265892623432
230592,2011-10-31,22261,2,-1993925.8505663422,-418.6038984592787
230593,2011-10-31,35961,2,-1994363.494537964,-437.64397162177397
230594,2011-10-31,21704,2,-1994961.098982171,-597.6044442068775
230595,2011-10-31,23196,18,-1995402.8655488323,-441.7665666614025
230596,2011-10-31,22421,21,-1995896.7021880676,-493.8366392351877
230597,2011-10-31,47504K,2,-1996317.3798071854,-420.6776191178415
230598,2011-10-31,23426,11,-1996732.2356769121,-414.8558697266504
230599,2011-10-31,21210,2,-1997152.4112003834,-420.1755234712746
230600,2011-10-31,72818,-23,-1997594.377274651,-441.9660742675262
230601,2011-10-31,23310,1,-1998079.9061195764,-485.5288449254432
230602,2011-10-31,22610,36,-1998533.2808766004,-453.3747570240634
230603,2011-10-31,22795,4,-1998950.018503475,-416.73762687453825
230604,2011-10-31,20970,3,-1999375.5439179565,-425.52541448153175
230605,2011-10-31,21156,2,-1999797.9145285406,-422.3706105839548
230606,2011-10-31,22969,18,-2000210.0702098126,-412.15568127213663
230607,2011-10-31,35964,14,-2000630.1932995394,-420.12308972687714
230608,2011-10-31,20972,21,-2001030.1949048564,-400.0016053169802
230609,2011-10-31,22866,15,-2001455.8006151777,-425.6057103214361
230610,2011-10-31,22111,17,-2001870.623933906,-414.8233187282429
230611,2011-10-31,23435,22,-2002276.1530706396,-405.52913673351316
230612,2011-10-31,21035,3,-2002696.0853244564,-419.93225381696755
230613,2011-10-31,47559B,15,-2003151.4706933973,-455.38536894093954
230614,2011-10-31,72802C,6,-2003577.8859940474,-426.4153006501663
230615,2011-10-31,23229,-2,-2004030.8380907406,-452.9520966931615
230616,2011-10-31,23437,12,-2004470.1311085236,-439.2930177830011
230617,2011-10-31,22109,10,-2004885.4331624608,-415.30205393731967
230618,2011-10-31,21452,7,-2005301.5021004924,-416.06893803161506
230619,2011-10-31,72803A,4,-2006221.488965933,-919.9868654405129
230620,2011-10-31,23146,8,-2006634.5435493032,-413.0545833701648
230621,2011-10-31,21498,50,-2007030.2523128022,-395.7087634989945
230622,2011-10-31,23436,3,-2007455.2401425617,-424.98782975942623
230623,2011-10-31,85049A,9,-2007894.327774199,-439.0876316373429
230624,2011-10-31,23286,1,-2008329.2070558255,-434.87928162663127
230625,2011-10-31,22622,1,-2008748.2780628179,-419.07100699231165
230626,2011-10-31,72807A,6,-2009162.6924163685,-414.4143535506369
230627,2011-10-31,21707,1,-2009581.961284786,-419.26886841739656
230628,2011-10-31,23311,35,-2009991.8393723303,-409.87808754431103
230629,2011-10-31,22152,36,-2010424.2129851356,-432.3736128053032
230630,2011-10-31,22819,13,-2010841.458645328,-417.2456601923607
230631,2011-10-31,22973,1,-2011271.9236144486,-430.4649691207219
230632,2011-10-31,22314,2,-2011689.175491581,-417.25187713229553
230633,2011-10-31,21239,3,-2012107.3113585813,-418.1358670002306
230634,2011-10-31,22972,1,-2012528.8647693167,-421.5534107354291
230635,2011-11-01,21617,12,-2012967.3449546846,-438.48018536788607
230636,2011-11-01,22990,2,-2013403.1675129668,-435.8225582821982
230637,2011-11-01,23366,4,-2013840.7257659866,-437.55825301987863
230638,2011-11-01,22966,26,-2014255.947792568,-415.22202658131494
230639,2011-11-01,22150,3,-2014697.7726488742,-441.8248563062248
230640,2011-11-01,23480,9,-2015159.3614477345,-461.5887988604272
230641,2011-11-01,22398,18,-2015593.920973412,-434.559525677535
230642,2011-11-01,22795,10,-2016025.1916704392,-431.2706970271541
230643,2011-11-01,21349,1,-2016462.1100385564,-436.9183681171905
230644,2011-11-01,23414,15,-2016885.766749233,-423.656710676611
230645,2011-11-01,21155,1,-2017329.467850071,-443.70110083781304
230646,2011-11-01,23555,1,-2017767.912566939,-438.4447168679446
230647,2011-11-01,23343,34,-2018217.7241098704,-449.8115429314497
230648,2011-11-01,85066,1,-2018656.7843167502,-439.0602068799042
230649,2011-11-01,22646,-2,-2019097.3448226906,-440.56050594037623
230650,2011-11-01,23196,7,-2019543.2714072403,-445.9265845497285
230651,2011-11-01,22633,10,-2020087.5689485017,-544.2975412615057
230652,2011-11-01,23351,18,-2020531.2706538779,-443.7017053761275
230653,2011-11-01,84931A,6,-2020968.1095465254,-436.838892647616
230654,2011-11-01,22594,12,-2021415.0015384792,-446.8919919537445
230655,2011-11-01,23500,20,-2021851.9614124515,-436.9598739723255
230656,2011-11-01,22904,25,-2022287.788806687,-435.8273942356344
230657,2011-11-01,22505,1,-2022735.7396620743,-447.95085538724294
230658,2011-11-01,23415,3,-2023182.9461572852,-447.2064952109062
230659,2011-11-01,21156,8,-2023613.5895585252,-430.6434012400782
230660,2011-11-01,22682,4,-2024069.2764063866,-455.68684786148947
230661,2011-11-01,22560,1,-2024544.1215038316,-474.8450974450098
230662,2011-11-01,16008,96,-2024952.2276567824,-408.1061529508574
230663,2011-11-01,48138,1,-2025401.6581781253,-449.430521342891
230664,2011-11-01,22866,21,-2025834.2356830598,-432.5775049344635
230665,2011-11-01,22464,12,-2026260.8203647994,-426.5846817395743
230666,2011-11-01,22677,4,-2026770.1796891852,-509.35932438593477
230667,2011-11-01,23313,17,-2027217.2622526465,-447.08256346126115
230668,2011-11-01,22493,2,-2027656.6280706362,-439.3658179897734
230669,2011-11-01,22996,1,-2028106.157049483,-449.5289788466848
230670,2011-11-01,23187,6,-2028582.658933605,-476.50188412224685
230671,2011-11-01,21381,1,-2029016.9102511527,-434.25131754754256
230672,2011-11-01,23557,1,-2029455.4591668057,-438.5489156529917
230673,2011-11-01,23417,4,-2029891.0400818505,-435.58091504481513
230674,2011-11-01,84050,60,-2030249.239670814,-358.1995889635871
230675,2011-11-01,21629,2,-2030687.2992223285,-438.05955151450274
230676,2011-11-01,85034B,27,-2031152.4388558986,-465.1396335700096
230677,2011-11-01,85208,1,-2031563.0065154163,-410.56765951768557
230678,2011-11-01,22983,12,-2032006.0813843568,-443.07486894051436
230679,2011-11-01,22911,2,-2032444.6372558274,-438.555871470548
230680,2011-11-01,22182,4,-2032882.9882016813,-438.35094585390925
230681,2011-11-01,23316,2,-2033322.0525741794,-439.0643724981198
230682,2011-11-01,23554,1,-2033762.5707506924,-440.518176513103
230683,2011-11-01,21790,29,-2034203.5776963541,-441.00694566166436
230684,2011-11-01,22635,2,-2034643.1333750843,-439.55567873015156
230685,2011-11-01,22627,1,-2035082.6229660006,-439.48959091631116
230686,2011-11-01,23365,4,-2035518.967060274,-436.34409427334236
230687,2011-11-01,22704,25,-2035956.4678828025,-437.50082252846425
230688,2011-11-01,22557,19,-2036387.2766807275,-430.808797924946
230689,2011-11-01,22605,12,-2036816.3768009949,-429.1001202674631
230690,2011-11-01,21918,3,-2037258.7968420412,-442.4200410462562
230691,2011-11-01,22941,7,-2037706.0105507881,-447.2137087470292
230692,2011-11-01,84510C,1,-2038144.107315462,-438.0967646740393
230693,2011-11-01,23274,3,-2038582.1798717573,-438.07255629511536
230694,2011-11-01,20668,96,-2039013.706121478,-431.52624972064405
230695,2011-11-01,22077,88,-2039422.446683102,-408.74056162409806
230696,2011-11-01,22093,46,-2039824.004266347,-401.55758324492064
230697,2011-11-01,23499,76,-2040189.2283891353,-365.2241227883493
230698,2011-11-01,15056BL,7,-2040688.9539872843,-499.7255981490908
230699,2011-11-01,22171,2,-2041126.0095340416,-437.05554675740785
230700,2011-11-01,20979,23,-2041544.8263818552,-418.81684781356716
230701,2011-11-01,22697,36,-2041970.3699163133,-425.5435344581351
230702,2011-11-01,21967,24,-2042388.6031338482,-418.2332175349443
230703,2011-11-01,20676,1,-2042834.956127302,-446.3529934539497
230704,2011-11-01,23537,1,-2043277.9248260541,-442.9686987521834
230705,2011-11-01,22141,25,-2043844.986575752,-567.0617496979942
230706,2011-11-01,21500,50,-2044257.6278516366,-412.6412758845069
230707,2011-11-01,22571,3,-2044699.0704861542,-441.4426345176438
230708,2011-11-01,23427,1,-2045140.1924424216,-441.1219562673341
230709,2011-11-01,21932,30,-2045554.0435801214,-413.8511376997054
230710,2011-11-01,23370,2,-2046027.2513258925,-473.20774577124934
230711,2011-11-01,23536,4,-2046467.0293462984,-439.7780204059024
230712,2011-11-01,84879,294,-2046739.0790747488,-272.04972845031466
230713,2011-11-01,23319,31,-2047174.7333944861,-435.6543197374218
230714,2011-11-01,21742,1,-2047614.084362808,-439.35096832171354
230715,2011-11-01,23266,4,-2048088.7838349005,-474.6994720926524
230716,2011-11-01,84929,24,-2048531.3975959527,-442.6137610521654
230717,2011-11-01,21174,12,-2048968.1342323574,-436.7366364045418
230718,2011-11-01,23409,6,-2049412.1734968822,-444.0392645248504
230719,2011-11-01,23471,1,-2049859.9158360984,-447.7423392161724
230720,2011-11-01,22325,3,-2050296.0781252752,-436.1622891768316
230721,2011-11-01,22211,15,-2050727.1334255263,-431.0553002510628
230722,2011-11-01,21931,112,-2051103.574165836,-376.44074030969244
230723,2011-11-01,22945,24,-2051573.2290996336,-469.65493379774466
230724,2011-11-01,23513,2,-2052013.5393277,-440.3102280663067
230725,2011-11-01,84849D,1,-2052456.7244103346,-443.18508263471057
230726,2011-11-01,84596B,34,-2052877.2520456933,-420.5276353588019
230727,2011-11-01,85020,2,-2053326.6837792029,-449.4317335096061
230728,2011-11-01,23371,1,-2053784.3272644589,-457.6434852560951
230729,2011-11-01,21615,12,-2054226.4336446365,-442.10638017764063
230730,2011-11-01,22153,8,-2054660.7226949593,-434.2890503226256
230731,2011-11-01,84078A,1,-2055102.3735656268,-441.65087066752557
230732,2011-11-01,23534,3,-2055558.02704732,-455.653481693251
230733,2011-11-01,22111,30,-2055985.5522025265,-427.52515520654805
230734,2011-11-01,23501,24,-2056414.273896858,-428.7216943316225
230735,2011-11-01,22430,6,-2056851.9409354317,-437.6670385736371
230736,2011-11-01,84510A,13,-2057281.313030717,-429.3720952852161
230737,2011-11-01,72817,3,-2057664.7458060388,-383.4327753217964
230738,2011-11-01,21154,1,-2058108.913415122,-444.16760908317417
230739,2011-11-01,22636,4,-2058547.94500923,-439.0315941077876
230740,2011-11-01,21166,7,-2059011.369039954,-463.42403072406404
230741,2011-11-01,22115,20,-2059433.504107948,-422.13506799398067
230742,2011-11-01,22326,18,-2059868.4063157379,-434.9022077900501
230743,2011-11-01,22421,112,-2060220.525217767,-352.1189020291905
230744,2011-11-01,23348,10,-2060682.2433768401,-461.71815907298935
230745,2011-11-01,23302,1,-2061126.582463425,-444.3390865847244
230746,2011-11-01,23426,4,-2061576.4485249147,-449.8660614896894
230747,2011-11-01,23524,1,-2062021.2184735336,-444.76994861897714
230748,2011-11-01,20969,6,-2062465.0930076456,-443.8745341119982
230749,2011-11-01,23013,15,-2062904.3129049125,-439.2198972669207
230750,2011-11-01,23483,24,-2063333.3799908478,-429.0670859353755
230751,2011-11-01,22083,26,-2063755.0246162398,-421.6446253919719
230752,2011-11-01,23367,22,-2064206.2055130266,-451.1808967868179
230753,2011-11-01,23199,31,-2064637.7606003124,-431.5550872858994
230754,2011-11-01,85159B,-2,-2065092.9307196205,-455.1701193080957
230755,2011-11-01,22199,2,-2065531.7204077796,-438.78968815896906
230756,2011-11-01,22173,32,-2065951.221658551,-419.50125077136033
230757,2011-11-01,22694,90,-2066312.0979014207,-360.87624286965064
230758,2011-11-01,22600,3,-2066789.3606266065,-477.26272518588496
