,InvoiceDate,StockCode,Quantity,Quantity Prediction
223105,2011-10-24,85034B,24,-13649.988203331568
223106,2011-10-24,22821,2,-13657.850138898535
223107,2011-10-24,22633,3,-13664.508875358873
223108,2011-10-24,22229,12,-13673.382910620676
223109,2011-10-24,22081,4,-13679.031654254668
223110,2011-10-24,22550,7,-13672.307168890296
223111,2011-10-24,23501,60,-13653.845448733662
223112,2011-10-24,23343,-193,-13839.958887420598
223113,2011-10-24,21213,2,-13834.687003412522
223114,2011-10-24,21528,1,-13842.811167988637
223115,2011-10-24,62018,1,-14235.025328711612
223116,2011-10-24,22173,3,-14230.577829553686
223117,2011-10-24,22505,5,-14225.52274034518
223118,2011-10-24,84879,127,-14151.896106830638
223119,2011-10-24,21889,30,-14126.512112636952
223120,2011-10-24,22082,4,-14121.985011751703
223121,2011-10-24,22180,13,-14107.893496093597
223122,2011-10-24,23316,2,-14104.518767514839
223123,2011-10-24,21166,146,-13961.822211353126
223124,2011-10-24,23500,21,-14003.281552859517
223125,2011-10-24,22582,3,-14002.368886657987
223126,2011-10-24,85034C,24,-13986.055371841134
223127,2011-10-24,21931,149,-13838.649224978362
223128,2011-10-24,22712,15,-13857.11164840653
223129,2011-10-24,21976,2,-13855.220182948131
223130,2011-10-24,51014C,1,-13884.54125013296
223131,2011-10-24,22441,3,-13895.535031030695
223132,2011-10-24,85152,7,-13889.415036675133
223133,2011-10-24,85038,6,-13887.049480130994
223134,2011-10-24,21090,6,-13879.269761501957
223135,2011-10-24,23493,14,-13874.065509734788
223136,2011-10-24,23521,7,-13876.079042531841
223137,2011-10-24,46776A,2,-13874.941799841345
223138,2011-10-24,22493,5,-13879.27792628353
223139,2011-10-24,23264,16,-13882.846391675655
223140,2011-10-24,22654,1,-13880.35642465974
223141,2011-10-24,20619,2,-13877.480891249399
223142,2011-10-24,85034A,24,-13865.74942094436
223143,2011-10-24,22163,26,-13842.181861448606
223144,2011-10-24,21739,4,-13837.654115284859
223145,2011-10-24,21592,1,-13833.242376521826
223146,2011-10-24,21314,49,-13785.698962241739
223147,2011-10-24,22773,12,-13772.70371075404
223148,2011-10-24,22154,46,-13747.739259905462
223149,2011-10-24,23101,14,-13739.388361466194
223150,2011-10-24,22090,10,-13729.744437435924
223151,2011-10-24,20765,1,-13727.0988792625
223152,2011-10-24,20755,1,-13727.32307046527
223153,2011-10-24,22333,8,-13731.899692203031
223154,2011-10-24,23314,2,-13729.48710292546
223155,2011-10-24,71477,11,-13716.927147050383
223156,2011-10-24,85131C,1,-13726.022187166698
223157,2011-10-24,47503A,24,-13723.749156647724
223158,2011-10-24,20727,5,-13728.117438970652
223159,2011-10-24,20963,2,-13724.156204432782
223160,2011-10-24,22574,12,-13720.73104110516
223161,2011-10-24,23177,2,-13723.800980160924
223162,2011-10-24,23492,2,-13724.554165709173
223163,2011-10-24,21742,1,-13728.491695566063
223164,2011-10-24,22332,8,-13725.730450833176
223165,2011-10-24,85135C,1,-13730.07703896161
223166,2011-10-24,84375,16,-13713.641400465573
223167,2011-10-24,22331,1,-13713.627899439913
223168,2011-10-24,22738,35,-13680.045167649545
223169,2011-10-24,22776,2,-13676.598974687166
223170,2011-10-24,21745,1,-13680.411052671583
223171,2011-10-24,85035A,27,-13671.833241154016
223172,2011-10-24,23509,45,-13639.630559007714
223173,2011-10-24,23505,24,-13614.175861430438
223174,2011-10-24,22411,42,-13572.706177445296
223175,2011-10-24,21068,0,-13570.902711644558
223176,2011-10-24,85035C,51,-13528.123137068906
223177,2011-10-24,23181,1,-13526.191764124593
223178,2011-10-24,23265,27,-13515.319233401056
223179,2011-10-24,22083,2,-13517.378082435129
223180,2011-10-24,84510c,1,-13515.297860403043
223181,2011-10-24,22189,1,-13629.8689325768
223182,2011-10-24,20723,12,-13618.085076420966
223183,2011-10-24,22085,2,-13615.084245286977
223184,2011-10-24,22711,25,-13612.769249902018
223185,2011-10-24,23507,41,-13578.09296396112
223186,2011-10-24,84030E,5,-13577.122335519227
223187,2011-10-24,22329,2,-13586.830042434143
223188,2011-10-24,85204,1,-13767.797833457891
223189,2011-10-24,23506,20,-13768.397923729273
223190,2011-10-24,21115,4,-13761.395116414196
223191,2011-10-24,23182,6,-13757.271245118063
223192,2011-10-24,85035B,3,-13754.041085187335
223193,2011-10-24,23508,22,-13753.799514987186
223194,2011-10-24,22993,24,-13733.530936976835
223195,2011-10-24,71053,5,-13732.273804841718
223196,2011-10-24,21313,13,-13739.744998648806
223197,2011-10-24,23100,27,-13735.853344133599
223198,2011-10-24,20728,3,-13748.121217577574
223199,2011-10-24,21975,5,-13743.912222488065
223200,2011-10-24,22452,8,-13738.86500027058
223201,2011-10-24,21615,19,-13722.181231327699
223202,2011-10-24,22775,5,-13716.44190780173
223203,2011-10-24,23231,25,-13713.134804792815
223204,2011-10-24,20665,7,-13708.787576292012
223205,2011-10-24,46776B,1,-13706.320942982738
223206,2011-10-24,22898,8,-13697.067334226478
223207,2011-10-24,23511,1,-13704.346044125541
223208,2011-10-24,85036A,-82,-13789.071143962947
223209,2011-10-24,23129,9,-13779.19179343761
223210,2011-10-24,22747,12,-13766.2587219465
223211,2011-10-24,23184,2,-13766.830095931029
223212,2011-10-24,22899,5,-13772.453879920504
223213,2011-10-24,21915,33,-13750.495590276278
223214,2011-10-24,21294,-8,-13759.384836977484
223215,2011-10-24,21744,6,-13768.075013728858
223216,2011-10-24,22086,271,-13505.134643918032
223217,2011-10-24,23503,36,-13471.257735439449
223218,2011-10-24,22991,4,-13470.195378649503
223219,2011-10-24,71270,24,-13444.808032578536
223220,2011-10-24,23510,67,-13377.175858240813
223221,2011-10-24,22614,26,-13352.546765557403
223222,2011-10-24,23504,25,-13334.694213492856
223223,2011-10-24,21974,4,-13333.779738344349
223224,2011-10-24,23183,1,-13332.354617948431
223225,2011-10-24,21306,24,-13309.143628342688
223226,2011-10-24,21169,1,-13309.578560737738
223227,2011-10-24,21167,1,-13355.799213944485
223228,2011-10-24,84536B,22,-13337.059637659317
223229,2011-10-24,84884a,1,-13335.109932809222
223230,2011-10-24,22556,-10,-13343.377823672397
223231,2011-10-24,71279,2,-13338.958774430475
223232,2011-10-24,22913,1,-13336.355593811737
223233,2011-10-24,46776C,4,-13330.961145133904
223234,2011-10-24,23566,15,-13363.21887546433
223235,2011-10-24,21733,39,-13324.340774436048
223236,2011-10-24,22997,1,-13323.300089248047
223237,2011-10-24,16258A,1,-13321.555000311653
223238,2011-10-24,22673,13,-13309.309072932632
223239,2011-10-24,82582,1,-13307.909337886134
223240,2011-10-24,22999,49,-13262.689086959805
223241,2011-10-24,84596F,12,-13250.263028037658
223242,2011-10-24,20674,3,-13264.703899529039
223243,2011-10-24,84915,3,-13263.048508192682
223244,2011-10-24,22408,1,-13271.716679885381
223245,2011-10-24,22983,14,-13281.479982535504
223246,2011-10-24,23313,19,-13266.689707409281
223247,2011-10-24,23531,10,-13376.527656544285
223248,2011-10-24,23480,11,-13365.642377992319
223249,2011-10-24,22549,3,-13364.76521413795
223250,2011-10-24,21327,5,-13360.196868747584
223251,2011-10-24,22704,25,-13358.087575651307
223252,2011-10-24,23479,1,-13358.043471915022
223253,2011-10-24,23530,12,-13481.291532275585
223254,2011-10-24,22593,38,-13466.092436852992
223255,2011-10-24,84406B,1,-13509.526732047345
223256,2011-10-24,23529,6,-13514.501738563062
223257,2011-10-24,23230,25,-13559.355604616387
223258,2011-10-24,22093,3,-13554.485956137763
223259,2011-10-24,21094,16,-13571.364575882044
223260,2011-10-24,72349b,1,-13569.087444548662
223261,2011-10-24,16008,96,-13504.492914623863
223262,2011-10-24,46775D,1,-13507.200285908128
223263,2011-10-24,CRUK,-1,-13505.59810932644
223264,2011-10-24,85032C,2,-13513.726442265459
223265,2011-10-24,85203,1,-13516.136879635469
223266,2011-10-24,22583,12,-13505.523753308358
223267,2011-10-24,21285,1,-13496.954256502046
223268,2011-10-24,21559,3,-13493.633637731882
223269,2011-10-24,22594,28,-13475.255402489916
223270,2011-10-24,22672,13,-13473.083710072338
223271,2011-10-24,21932,1,-13473.236380131582
223272,2011-10-24,22078,1,-13472.242952873976
223273,2011-10-24,23534,15,-13456.366988363929
223274,2011-10-24,23327,1,-13476.383741455698
223275,2011-10-24,22195,1,-13472.120481218508
223276,2011-10-24,23473,1,-13314.53419699608
223277,2011-10-24,22771,24,-13299.686566855013
223278,2011-10-24,16238,3,-13295.656572151729
223279,2011-10-24,23328,19,-13276.188235268086
223280,2011-10-24,85039C,1,-13274.36526376633
223281,2011-10-24,22153,5,-13335.831404735169
223282,2011-10-24,23471,1,-13335.37458989367
223283,2011-10-24,21172,6,-13340.546097063954
223284,2011-10-24,46776F,7,-13334.289258103769
223285,2011-10-24,22465,7,-13336.506974703183
223286,2011-10-24,22416,12,-13323.962141818865
223287,2011-10-24,72586,3,-13331.586764311349
223288,2011-10-24,22714,2,-13419.16651958736
223289,2011-10-24,22095,3,-13418.673241269555
223290,2011-10-24,22982,2,-13414.929228146593
223291,2011-10-24,22094,1,-13411.980271117234
223292,2011-10-24,84596B,8,-13403.687976587347
223293,2011-10-24,20707,2,-13411.377287607653
223294,2011-10-24,23266,30,-13398.962976878067
223295,2011-10-24,22326,26,-13376.647837204066
223296,2011-10-24,23000,1,-13399.084494680426
223297,2011-10-24,21770,3,-13396.694609188931
223298,2011-10-24,22155,48,-13354.092722685673
223299,2011-10-24,37370,2,-13358.740266953377
223300,2011-10-24,23533,4,-13358.643583749543
223301,2011-10-24,72351B,1,-13367.885227670937
223302,2011-10-24,21058,1,-13366.142366177912
223303,2011-10-24,23175,5,-13361.92502152749
223304,2011-10-24,22608,1,-13397.90504091408
223305,2011-10-24,84970S,13,-13394.30340424658
223306,2011-10-24,20973,3,-13399.702171154087
223307,2011-10-24,48194,5,-13394.097692409896
223308,2011-10-24,21286,12,-13380.860540748181
223309,2011-10-24,82613C,2,-13377.6126518509
223310,2011-10-24,22460,1,-13402.067961987943
223311,2011-10-24,23489,22,-13400.600116142334
223312,2011-10-24,21326,12,-13391.210690436537
223313,2011-10-24,21224,6,-13412.199024097632
223314,2011-10-24,84877D,-1,-13411.16243262097
223315,2011-10-24,22264,1,-13408.430467187627
223316,2011-10-24,23525,6,-13519.31458389755
223317,2011-10-24,22562,3,-13515.622057610744
223318,2011-10-24,23487,1,-13514.454966603525
223319,2011-10-24,22413,1,-13516.643635755865
223320,2011-10-24,22603,25,-13512.570395251712
223321,2011-10-24,22663,3,-13511.924290358864
223322,2011-10-24,46776E,1,-13509.620742161416
223323,2011-10-24,22772,12,-13507.3877395145
223324,2011-10-24,85039A,2,-13504.109679082612
223325,2011-10-24,22571,25,-13478.551123771467
223326,2011-10-24,51014A,21,-13464.727539807824
223327,2011-10-24,23522,6,-13467.49172418666
223328,2011-10-24,22228,12,-13499.56570600046
223329,2011-10-24,22327,5,-13494.417967848705
223330,2011-10-24,22914,1,-13491.865847302894
223331,2011-10-24,23491,10,-13493.874924240252
223332,2011-10-24,22639,40,-13458.459826492945
223333,2011-10-24,22481,12,-13448.632629280166
223334,2011-10-24,23302,5,-13444.33701475045
223335,2011-10-24,23102,25,-13431.01875740547
223336,2011-10-24,21288,24,-13407.818966936375
223337,2011-10-24,23490,18,-13403.771338752233
223338,2011-10-24,22646,0,-13404.127987130509
223339,2011-10-24,22091,36,-13370.086666243546
223340,2011-10-24,23524,1,-13371.38461699047
223341,2011-10-24,21165,5,-13368.831913906966
223342,2011-10-24,22029,2,-13390.05579710981
223343,2011-10-24,22487,1,-13387.192075064891
223344,2011-10-24,22092,1,-13387.02294142352
223345,2011-10-24,23527,6,-13390.582889462035
223346,2011-10-24,22998,26,-13379.192843591916
223347,2011-10-24,20832,7,-13383.45603541278
223348,2011-10-24,20711,27,-13360.292119833948
223349,2011-10-24,22409,1,-13360.145689491603
223350,2011-10-24,72349B,2,-13379.736266246762
223351,2011-10-24,23485,2,-13502.666735816567
223352,2011-10-24,22781,2,-13498.954056857114
223353,2011-10-24,85208,1,-13510.588583724084
223354,2011-10-24,23528,7,-13510.969799535105
223355,2011-10-24,21758,1,-13508.761371452609
223356,2011-10-24,21524,1,-13507.578073237772
223357,2011-10-24,22377,1,-13514.043255050965
223358,2011-10-24,21731,6,-13508.028604478935
223359,2011-10-24,51008,5,-13513.59292557801
223360,2011-10-24,22079,7,-13509.21944347785
223361,2011-10-24,22335,27,-13489.146544115714
223362,2011-10-24,23176,1,-13489.047644868624
223363,2011-10-24,22219,2,-13498.118598365007
223364,2011-10-24,72232,12,-13497.455518508088
223365,2011-10-24,22638,7,-13493.731056592038
223366,2011-10-24,23526,8,-13489.529269853547
223367,2011-10-24,23486,7,-13485.611556824224
223368,2011-10-24,22846,2,-13491.217819200532
223369,2011-10-24,20772,2,-13488.210825547743
223370,2011-10-24,22492,72,-14003.166124625783
223371,2011-10-24,22473,1,-14002.657318944175
223372,2011-10-24,20615,1,-13999.756280595127
223373,2011-10-24,DOT,5,-13992.40507537303
223374,2011-10-24,85180B,1,-13995.665508174166
223375,2011-10-24,22217,2,-13997.967571684565
223376,2011-10-24,22565,1,-14006.959542361603
223377,2011-10-24,21485,6,-14006.932538251709
223378,2011-10-24,22641,1,-14006.21208962248
223379,2011-10-24,22530,2,-14023.354593201588
223380,2011-10-24,23034,15,-14023.47046900327
223381,2011-10-24,23197,5,-14017.808946204193
223382,2011-10-24,37449,-1,-14055.47110807308
223383,2011-10-24,20974,5,-14051.746790257757
223384,2011-10-24,23419,4,-14047.76436038992
223385,2011-10-24,21374,1,-14044.334960667062
223386,2011-10-24,22573,14,-14037.712519847122
223387,2011-10-24,22649,1,-14049.22684998876
223388,2011-10-24,23418,3,-14048.113826396626
223389,2011-10-24,84347,610,-13481.294284957961
223390,2011-10-24,21563,3,-13477.020700157293
223391,2011-10-24,21928,56,-13420.94461957869
223392,2011-10-24,84077,240,-13241.086715575944
223393,2011-10-24,22422,4,-13237.812637312094
223394,2011-10-24,22721,1,-13236.032293674514
223395,2011-10-24,84559B,1,-13234.224856643075
223396,2011-10-24,21947,3,-13239.627127396954
223397,2011-10-24,21802,64,-13175.574580500968
223398,2011-10-24,21703,9,-13201.53331373045
223399,2011-10-24,22963,26,-13181.534357534461
223400,2011-10-24,22723,1,-13178.963894464763
223401,2011-10-24,23201,156,-13048.925709754361
223402,2011-10-24,84945,72,-12989.855653748149
223403,2011-10-24,22694,7,-12989.468986989747
223404,2011-10-24,21619,17,-12983.741124881704
223405,2011-10-24,23049,2,-12981.40982016781
223406,2011-10-24,21808,4,-12977.738713945719
223407,2011-10-24,23570,96,-12956.222189875556
223408,2011-10-24,84946,41,-12915.084584399297
223409,2011-10-24,22758,2,-12911.624021573425
223410,2011-10-24,16016,10,-12910.591860185063
223411,2011-10-24,22910,55,-12857.445551655928
223412,2011-10-24,85014A,4,-12851.065555532961
223413,2011-10-24,23626,1,-12847.797758246194
223414,2011-10-24,22668,1,-12847.25138445926
223415,2011-10-24,23569,46,-12840.025437232147
223416,2011-10-24,21497,50,-12840.262906315134
223417,2011-10-24,22845,2,-12840.20769036029
223418,2011-10-24,21523,1,-12838.322027292712
223419,2011-10-24,23029,16,-12837.485659625308
223420,2011-10-24,47367B,2,-12835.632771476441
223421,2011-10-24,22696,48,-12792.360594638869
223422,2011-10-24,22928,1,-12790.86821290764
223423,2011-10-24,23272,13,-12780.068177128027
223424,2011-10-24,22584,3,-12779.876142947833
223425,2011-10-24,21679,1,-12789.14936745708
223426,2011-10-24,23403,2,-12786.871843286306
223427,2011-10-24,22384,2,-12793.50002157758
223428,2011-10-24,48111,2,-12790.547183163257
223429,2011-10-24,23407,2,-12788.348463267708
223430,2011-10-24,21872,3,-12784.640111616542
223431,2011-10-24,21803,21,-12763.121121885546
223432,2011-10-24,21676,2,-12762.55496403897
223433,2011-10-24,21891,36,-12728.363333528136
223434,2011-10-24,21439,1,-12722.03538112779
223435,2011-10-24,84792,4,-12717.946311343972
223436,2011-10-24,23310,216,-12614.908772385028
223437,2011-10-24,85169A,3,-12614.872029010676
223438,2011-10-24,84991,3,-13000.255843146464
223439,2011-10-24,21506,12,-13009.928139783742
223440,2011-10-24,85049H,4,-13006.777907385833
223441,2011-10-24,20982,6,-13010.806797252739
223442,2011-10-24,22310,7,-13004.187109540857
223443,2011-10-24,23405,1,-13005.584017888548
223444,2011-10-24,21221,1,-13026.201452656836
223445,2011-10-24,85049E,22,-13013.483450092068
223446,2011-10-24,22579,28,-12996.255878152188
223447,2011-10-24,22652,5,-12990.698878450836
223448,2011-10-24,23200,8,-12980.465999396498
223449,2011-10-24,22114,7,-12977.74500291697
223450,2011-10-24,22116,3,-12973.472304435494
223451,2011-10-24,23032,42,-12954.813508992196
223452,2011-10-24,22866,17,-12956.786501443374
223453,2011-10-24,20956,12,-12957.821159473682
223454,2011-10-24,21794,1,-12956.679186342402
223455,2011-10-24,22894,2,-12953.274698820214
223456,2011-10-24,22307,6,-12951.357155641888
223457,2011-10-24,20724,118,-12839.70787888731
223458,2011-10-24,21810,69,-12778.703462738791
223459,2011-10-24,23036,12,-12786.336866395442
223460,2011-10-24,21534,1,-12785.888857814292
223461,2011-10-24,23228,2,-12807.357104244964
223462,2011-10-24,20975,3,-12803.52826083363
223463,2011-10-24,23571,101,-12778.619098225467
223464,2011-10-24,22555,3,-12774.532305427743
223465,2011-10-24,23347,1,-12772.989263458518
223466,2011-10-24,79144B,3,-12794.551560050071
223467,2011-10-24,22564,15,-12779.396907649385
223468,2011-10-24,23037,12,-12775.927697947021
223469,2011-10-24,22736,11,-12763.335355415224
223470,2011-10-24,20719,17,-12748.414950109824
223471,2011-10-24,21258,4,-12749.526850958355
223472,2011-10-24,21257,2,-12746.925936473115
223473,2011-10-24,23273,12,-12737.918674133527
223474,2011-10-24,23320,24,-12723.3824006673
223475,2011-10-24,22260,2,-12720.333652743366
223476,2011-10-24,23422,3,-12716.749390570718
223477,2011-10-24,22385,14,-12710.251377168657
223478,2011-10-24,21993,9,-12705.572820856263
223479,2011-10-24,23409,-6,-12715.130103924968
223480,2011-10-24,22352,3,-12774.804674710642
223481,2011-10-24,23660,-12,-12801.198843871385
223482,2011-10-24,23092,3,-12798.154265969097
223483,2011-10-24,23330,1,-12800.532200623762
223484,2011-10-24,22156,25,-12796.906632475751
223485,2011-10-24,23424,1,-12801.416888511249
223486,2011-10-24,22112,4,-12803.748130251455
223487,2011-10-24,23168,1,-12804.87818013251
223488,2011-10-24,22617,7,-12807.139982087514
223489,2011-10-24,23046,4,-12800.998537712358
223490,2011-10-24,23031,-1,-12817.389647055046
223491,2011-10-24,22273,13,-12803.219883931972
223492,2011-10-24,22386,135,-12670.468681153898
223493,2011-10-24,22283,2,-12668.91339649614
223494,2011-10-24,22488,27,-12643.957116224727
223495,2011-10-24,22666,12,-12640.379001221221
223496,2011-10-24,23423,3,-12634.787336518175
223497,2011-10-24,84818,1,-12620.003431345456
223498,2011-10-24,BANK CHARGES,-1,-12620.270837397376
223499,2011-10-24,21945,2,-12617.522665632452
223500,2011-10-24,23404,2,-12614.678895580844
223501,2011-10-24,22548,14,-12606.147312663748
223502,2011-10-24,85015,24,-12651.915658708127
223503,2011-10-24,22965,13,-12637.89798588028
223504,2011-10-24,23122,4,-12643.326139499482
223505,2011-10-24,84559A,1,-12642.671789003907
223506,2011-10-24,23346,1,-12638.889703560943
223507,2011-10-24,21588,6,-12634.631529134725
223508,2011-10-24,22393,1,-12632.794517849383
223509,2011-10-24,23300,23,-12623.876362468509
223510,2011-10-24,23048,8,-12620.710738279973
223511,2011-10-24,21181,500,-12130.173148198564
223512,2011-10-24,22674,12,-12134.778162254346
223513,2011-10-24,21218,2,-12130.81522713564
223514,2011-10-24,85199S,7,-12125.122058832068
223515,2011-10-24,POST,-10,-12142.27025597653
223516,2011-10-24,22065,15,-12130.905989030382
223517,2011-10-24,23199,120,-12014.69128313403
223518,2011-10-24,21944,1,-12012.828859627441
223519,2011-10-24,85123A,76,-11993.075648603715
223520,2011-10-24,23420,2,-11990.249573223264
223521,2011-10-24,22964,8,-11980.85554953503
223522,2011-10-24,21012,6,-11973.577499226398
223523,2011-10-24,22261,3,-11969.295722962284
223524,2011-10-24,22966,31,-11948.347441415935
223525,2011-10-24,21880,17,-11940.35794518052
223526,2011-10-24,23108,0,-11940.070251581124
223527,2011-10-24,22457,16,-11928.625992021987
223528,2011-10-24,72818,39,-11916.31499140655
223529,2011-10-24,22642,6,-11914.44296897353
223530,2011-10-24,23255,4,-11909.84809791159
223531,2011-10-24,21034,5,-11918.819814815739
223532,2011-10-24,23406,1,-11916.803886279733
223533,2011-10-24,23620,1,-11914.706523780203
223534,2011-10-24,23402,1,-11921.358977005275
223535,2011-10-24,84380,1,-11928.742301904553
223536,2011-10-24,22725,7,-11921.262648797383
223537,2011-10-24,23196,1,-11923.62687263978
223538,2011-10-24,23132,1,-12037.555897724711
223539,2011-10-24,22348,9,-12032.780074245584
223540,2011-10-24,84536A,2,-12034.86165551317
223541,2011-10-24,22601,42,-12057.12905155258
223542,2011-10-24,22421,13,-12046.237446474823
223543,2011-10-24,23309,3,-12041.864870164009
223544,2011-10-24,21121,24,-12022.079518444776
223545,2011-10-24,22489,157,-11874.187925550872
223546,2011-10-24,22759,14,-11859.595272560115
223547,2011-10-24,21544,17,-11853.718776308328
223548,2011-10-24,22423,5,-11850.109073666019
223549,2011-10-24,84581,6,-11843.104165673707
223550,2011-10-24,23567,1,-11866.434967736886
223551,2011-10-24,22745,20,-11847.718134383687
223552,2011-10-24,22695,48,-11798.775094831431
223553,2011-10-24,85014B,6,-11796.383657531767
223554,2011-10-24,22924,12,-11793.727088180693
223555,2011-10-24,20725,8,-11795.501229320404
223556,2011-10-24,84806B,6,-11811.356356295293
223557,2011-10-24,23321,18,-11813.635246458904
223558,2011-10-24,23611,1,-11811.704035509048
223559,2011-10-24,22070,28,-11781.054115217192
223560,2011-10-24,23296,13,-11770.960422146238
223561,2011-10-24,79191C,2,-11771.725509378037
223562,2011-10-24,15039,51,-11768.73698328621
223563,2011-10-24,20985,4,-11762.138722120037
223564,2011-10-24,23041,8,-11752.907559757048
223565,2011-10-24,21948,1,-11760.943339400963
223566,2011-10-24,22531,3,-11765.160565654469
223567,2011-10-24,23033,12,-11762.457417661692
223568,2011-10-24,22722,32,-11732.203740477502
223569,2011-10-24,21704,15,-11719.72615580193
223570,2011-10-24,84050,5,-11714.265049905462
223571,2011-10-24,23198,21,-11700.027454256928
223572,2011-10-24,23169,3,-11698.247010647421
223573,2011-10-24,22277,1,-11700.107987896547
223574,2011-10-24,21912,1,-11698.849509239
223575,2011-10-24,22902,13,-11686.23139509268
223576,2011-10-24,16219,1,-11736.605387602489
223577,2011-10-24,20967,1,-11638.48851566086
223578,2011-10-24,21156,2,-11645.467757920822
223579,2011-10-24,22118,1,-11643.968167886236
223580,2011-10-24,79030D,13,-11640.042300902845
223581,2011-10-24,21175,101,-11538.733670538033
223582,2011-10-24,22634,1,-11537.57555406939
223583,2011-10-24,21807,2,-11546.090586355913
223584,2011-10-24,22576,25,-11527.446668728437
223585,2011-10-24,47591D,3,-11530.03147852448
223586,2011-10-24,23421,3,-11526.841352647496
223587,2011-10-24,23289,2,-11526.06273372774
223588,2011-10-24,22439,3,-11521.275413361862
223589,2011-10-24,C2,1,-11519.615298369825
223590,2011-10-24,48129,2,-11518.401297867735
223591,2011-10-24,22364,1,-11522.369131483227
223592,2011-10-24,23035,26,-11519.815612218796
223593,2011-10-24,23426,8,-11522.596020075223
223594,2011-10-24,85014a,1,-11520.528806633001
223595,2011-10-24,21982,34,-11486.13400461169
223596,2011-10-24,85172,16,-11480.655607480467
223597,2011-10-24,85049a,1,-11479.346250413244
223598,2011-10-24,22113,16,-11472.355788859853
223599,2011-10-24,47593B,5,-11471.395156639557
223600,2011-10-24,22355,147,-11367.843209916788
223601,2011-10-24,21441,1,-11363.332892674289
223602,2011-10-24,23271,42,-11352.192523291098
223603,2011-10-24,85114B,3,-11353.080142927722
223604,2011-10-24,23568,1,-11510.919524316716
223605,2011-10-25,20973,66,-11446.972632529683
223606,2011-10-25,23048,4,-11451.626614889878
223607,2011-10-25,22039,25,-11371.613605409446
223608,2011-10-25,23486,8,-11369.232573353493
223609,2011-10-25,23329,3,-11388.773588833186
223610,2011-10-25,22493,24,-11369.015407567407
223611,2011-10-25,22219,5,-11363.719581716103
223612,2011-10-25,47559B,14,-11354.527528205599
223613,2011-10-25,35953,96,-11327.532293282713
223614,2011-10-25,23333,28,-11321.204683615671
223615,2011-10-25,22931,4,-11317.377414739129
223616,2011-10-25,22964,13,-11310.931206529423
223617,2011-10-25,21239,10,-11300.077364321043
223618,2011-10-25,22941,14,-11328.291822774128
223619,2011-10-25,21059,8,-11329.858350730265
223620,2011-10-25,21181,29,-11783.924176371125
223621,2011-10-25,20615,20,-11763.300276955275
223622,2011-10-25,22940,1,-11766.60784391417
223623,2011-10-25,23166,6,-11779.886094568688
223624,2011-10-25,22492,324,-11552.589272849771
223625,2011-10-25,21485,15,-11542.577557826236
223626,2011-10-25,23116,36,-11507.841873099886
223627,2011-10-25,85039A,24,-11485.261955878326
223628,2011-10-25,23200,17,-11476.375855495955
223629,2011-10-25,22165,1,-11474.150909989447
223630,2011-10-25,23490,6,-11483.850484736266
223631,2011-10-25,21224,10,-11478.31970557722
223632,2011-10-25,23526,1,-11487.565749043952
223633,2011-10-25,22026,12,-11477.948704602502
223634,2011-10-25,22413,6,-11471.946598469878
223635,2011-10-25,22587,4,-11472.132673943726
223636,2011-10-25,23302,4,-11473.196259389675
223637,2011-10-25,22481,1,-11483.496381728932
223638,2011-10-25,20961,4,-11479.94110575487
223639,2011-10-25,23487,1,-11478.306304803386
223640,2011-10-25,22985,50,-11452.537762628244
223641,2011-10-25,22986,75,-11401.510059732389
223642,2011-10-25,23407,2,-11400.3136620267
223643,2011-10-25,51014A,48,-11370.703433829953
223644,2011-10-25,23080,2,-11370.183739507698
223645,2011-10-25,47593B,2,-11371.524080466488
223646,2011-10-25,23168,2,-11367.973289806016
223647,2011-10-25,79157V,1,-11367.282429011786
223648,2011-10-25,22801,1,-11375.50790556609
223649,2011-10-25,22631,9,-11368.569500091431
223650,2011-10-25,22040,50,-11329.50156799117
223651,2011-10-25,23661,12,-11338.33168657825
223652,2011-10-25,22840,3,-11336.189087431108
223653,2011-10-25,22757,1,-11335.153956670003
223654,2011-10-25,85071A,34,-11305.7418445907
223655,2011-10-25,22907,17,-11289.920514546353
223656,2011-10-25,22487,1,-11288.305997726082
223657,2011-10-25,23213,11,-11287.7207537182
223658,2011-10-25,22798,5,-11287.166539746697
223659,2011-10-25,22579,90,-11227.012519231486
223660,2011-10-25,21219,10,-11227.41736290907
223661,2011-10-25,23282,12,-11248.470466305173
223662,2011-10-25,23214,24,-11235.30140643034
223663,2011-10-25,23244,2,-11233.362463212721
223664,2011-10-25,20840,-30,-11263.412213083613
223665,2011-10-25,23360,2,-11264.392552357103
223666,2011-10-25,22846,1,-11264.025624128644
223667,2011-10-25,23226,5,-11268.296162431167
223668,2011-10-25,72131,24,-11244.171363981473
223669,2011-10-25,22596,26,-11270.108977250653
223670,2011-10-25,22780,8,-11264.935315358363
223671,2011-10-25,20724,55,-11317.992257774169
223672,2011-10-25,22730,18,-11300.431908682807
223673,2011-10-25,22091,1,-11333.952507405484
223674,2011-10-25,23489,3,-11353.51278180328
223675,2011-10-25,22079,7,-11351.90713962502
223676,2011-10-25,23323,7,-11344.017345964176
223677,2011-10-25,22123,5,-11339.171714310187
223678,2011-10-25,23102,60,-11304.858610166852
223679,2011-10-25,84946,36,-11307.06644147296
223680,2011-10-25,21403,24,-11309.601866801244
223681,2011-10-25,22293,4,-11308.270072297108
223682,2011-10-25,20985,8,-11303.120763492794
